Date,Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,Day,DayOfWeek,IsWeekend,TimeKey
2022-08-18,S001,P0002,143,132,189,71.93,15,Sunny,1,85.4,Summer,0,184,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0003,565,118,0,58.92,5,Sunny,0,51.04,Summer,0,116,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0004,191,88,0,114.55,10,Sunny,1,102.16,Summer,0,131,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0005,1085,164,0,72.42,10,Sunny,0,70.94,Summer,0,186,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0006,316,73,0,34.01,10,Sunny,0,39.46,Summer,0,71,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0007,539,91,0,23.9,10,Sunny,0,22.78,Summer,0,103,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0008,117,46,0,39.24,0,Sunny,0,47.49,Summer,0,57,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0009,151,53,0,77.31,0,Sunny,0,92.76,Summer,0,55,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0010,641,90,0,122.74,15,Sunny,1,146.73,Summer,0,110,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0011,268,98,0,158.83,10,Sunny,0,136.49,Summer,0,84,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0012,271,47,0,66.16,10,Sunny,0,58.52,Summer,0,51,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0013,127,97,162,32.23,15,Sunny,1,36.83,Summer,0,137,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0014,960,182,0,79.76,25,Sunny,1,78.44,Summer,0,215,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0015,174,125,164,16.26,25,Sunny,1,15.61,Summer,0,179,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0016,125,125,0,45.98,10,Sunny,0,49.98,Summer,0,194,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0017,184,95,0,19.73,10,Sunny,0,21.17,Summer,0,84,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0018,88,87,99,45.38,25,Sunny,1,50.39,Summer,0,97,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0019,121,40,0,103.3,10,Sunny,0,95.26,Summer,0,65,2022,8,33,18,4,0,2022-W33
2022-08-18,S001,P0020,470,62,0,103.63,10,Sunny,0,89.72,Summer,0,52,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0001,681,78,0,75.75,5,Sunny,0,88.93,Summer,0,93,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0002,202,135,0,32.17,25,Sunny,1,35.62,Summer,0,183,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0003,598,197,611,107.85,5,Sunny,0,99.24,Summer,0,198,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0004,267,152,0,39.1,20,Sunny,1,36.43,Summer,0,128,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0005,19,19,0,92.81,5,Sunny,0,104.86,Summer,0,112,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0006,128,100,96,66.32,5,Sunny,0,65.96,Summer,0,98,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0007,167,91,0,29.45,5,Sunny,0,31.61,Summer,0,121,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0008,188,173,176,30.32,10,Sunny,0,35.91,Summer,0,191,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0009,476,154,0,73.13,0,Sunny,0,81.56,Summer,0,150,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0010,175,169,189,95.52,20,Sunny,1,91.85,Summer,0,182,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0011,209,196,0,107.96,10,Sunny,0,127.91,Summer,0,176,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0012,812,116,0,69.67,5,Sunny,0,84.01,Summer,0,115,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0013,0,0,0,24.1,10,Sunny,1,28.86,Summer,0,161,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0014,839,65,0,111.05,10,Sunny,1,107.74,Summer,0,77,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0015,515,138,609,69.71,10,Sunny,1,78.12,Summer,0,134,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0016,84,51,0,72.78,10,Sunny,0,82.24,Summer,0,69,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0017,492,16,0,15.27,5,Sunny,0,14.93,Summer,0,14,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0018,104,79,84,21.26,25,Sunny,1,19.78,Summer,0,86,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0019,335,144,0,93.33,10,Sunny,0,111.73,Summer,0,151,2022,8,33,18,4,0,2022-W33
2022-08-18,S002,P0020,12,12,0,142.67,0,Sunny,0,125.74,Summer,0,87,2022,8,33,18,4,0,2022-W33
2022-08-19,S001,P0001,302,83,0,67.87,10,Rainy,1,63.38,Summer,0,94,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0002,200,143,160,80.2,5,Rainy,0,88.63,Summer,0,183,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0003,447,72,0,47.52,5,Rainy,0,56.29,Summer,0,68,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0004,495,90,0,104.91,5,Rainy,0,103.48,Summer,0,86,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0005,921,195,0,66.48,20,Rainy,1,57.14,Summer,0,198,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0006,243,57,243,38.65,0,Rainy,0,41.92,Summer,0,77,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0007,448,92,0,24.91,15,Rainy,1,28.29,Summer,0,152,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0008,71,71,158,39.85,25,Rainy,1,43.97,Summer,0,150,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0009,98,83,121,93.68,5,Rainy,0,101.99,Summer,0,127,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0010,551,65,0,106.84,10,Rainy,0,125.66,Summer,0,54,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0011,170,55,151,170.79,0,Rainy,0,164.29,Summer,0,75,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0012,611,98,0,84.13,0,Rainy,0,88.75,Summer,0,103,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0013,192,68,0,32.84,5,Rainy,0,28.13,Summer,0,91,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0014,778,157,0,80.34,5,Rainy,0,87.55,Summer,0,147,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0015,213,48,0,14.71,5,Rainy,0,13.9,Summer,0,70,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0016,0,0,0,38.77,25,Rainy,1,35.91,Summer,0,178,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0017,89,89,78,20.36,15,Rainy,1,17.94,Summer,0,95,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0018,100,97,103,59.25,15,Rainy,1,53.99,Summer,0,125,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0019,81,74,104,107.7,20,Rainy,1,107.58,Summer,0,112,2022,8,33,19,5,0,2022-W33
2022-08-19,S001,P0020,408,41,0,114.66,0,Rainy,0,126.08,Summer,0,64,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0001,603,80,0,64.02,20,Rainy,1,72.97,Summer,0,94,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0002,333,69,0,33.17,0,Rainy,0,35.71,Summer,0,95,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0003,401,141,0,104.07,0,Rainy,0,95.36,Summer,0,165,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0004,115,113,0,46.42,0,Rainy,0,45.74,Summer,0,112,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0005,870,118,0,77.34,25,Rainy,1,93.37,Summer,0,129,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0006,124,63,0,58.06,5,Rainy,0,65.36,Summer,0,75,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0007,580,109,0,24.03,25,Rainy,1,21.74,Summer,0,115,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0008,191,88,0,25.48,15,Rainy,1,23.37,Summer,0,129,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0009,322,46,0,54.01,0,Rainy,0,60.09,Summer,0,57,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0010,195,76,0,78.47,10,Rainy,0,86.71,Summer,0,92,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0011,817,79,0,81.67,10,Rainy,0,91.27,Summer,0,84,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0012,696,100,0,70.6,5,Rainy,0,76.43,Summer,0,119,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0013,855,120,0,25.37,5,Rainy,0,22.6,Summer,0,141,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0014,774,64,0,120.88,0,Rainy,0,143.31,Summer,0,86,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0015,377,83,0,65.59,10,Rainy,0,69.92,Summer,0,114,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0016,332,72,0,81.16,15,Rainy,1,75.61,Summer,0,102,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0017,476,39,0,16.79,10,Rainy,1,18.51,Summer,0,62,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0018,109,109,133,28.69,15,Rainy,1,30.87,Summer,0,159,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0019,191,99,0,76.49,10,Rainy,1,85.77,Summer,0,87,2022,8,33,19,5,0,2022-W33
2022-08-19,S002,P0020,563,49,0,114.25,10,Rainy,0,134.15,Summer,0,69,2022,8,33,19,5,0,2022-W33
2022-08-20,S001,P0001,219,85,215,76.63,0,Cloudy,0,89.94,Summer,0,115,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0002,217,190,145,75.84,10,Cloudy,1,64.93,Summer,0,163,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0003,375,103,0,47.08,20,Cloudy,1,56.65,Summer,0,116,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0004,405,86,0,106.3,15,Cloudy,1,105.92,Summer,0,125,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0005,726,123,0,70.6,0,Cloudy,0,77.19,Summer,0,156,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0006,186,65,0,38.18,0,Cloudy,0,41.22,Summer,0,74,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0007,356,107,0,25.85,10,Cloudy,0,27.29,Summer,0,145,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0008,158,60,0,41.37,10,Cloudy,0,40.09,Summer,0,87,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0009,136,117,157,85.71,15,Cloudy,1,99.99,Summer,0,134,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0010,486,80,0,134.09,5,Cloudy,0,118.79,Summer,0,87,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0011,115,68,0,160.71,0,Cloudy,0,171.76,Summer,0,72,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0012,513,171,566,102.17,20,Cloudy,1,92.47,Summer,0,239,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0013,124,65,78,33.97,0,Cloudy,0,30.23,Summer,0,86,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0014,621,182,509,96.36,5,Cloudy,0,90.09,Summer,0,196,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0015,165,105,107,16.82,5,Cloudy,0,16.2,Summer,0,109,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0016,805,216,0,55.36,0,Cloudy,0,59.73,Summer,0,227,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0017,78,78,142,22.04,20,Cloudy,1,24.27,Summer,0,158,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0018,106,94,102,50.99,15,Cloudy,1,60.05,Summer,0,94,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0019,111,56,77,107.33,10,Cloudy,0,128.75,Summer,0,90,2022,8,33,20,6,1,2022-W33
2022-08-20,S001,P0020,367,81,418,112.33,10,Cloudy,0,127.21,Summer,0,88,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0001,523,138,0,88.28,5,Rainy,0,102.11,Summer,0,142,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0002,264,85,190,32.14,10,Rainy,1,29.21,Summer,0,102,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0003,260,174,0,87.66,25,Rainy,1,102.41,Summer,0,232,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0004,699,80,0,39.78,20,Rainy,1,34.15,Summer,0,134,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0005,752,53,0,85.14,0,Rainy,0,94.87,Summer,0,71,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0006,61,54,89,65.76,0,Rainy,0,62.6,Summer,0,81,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0007,471,63,0,24.28,10,Rainy,0,22.01,Summer,0,65,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0008,103,103,125,29.72,5,Rainy,0,26.21,Summer,0,144,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0009,276,221,346,72.2,20,Rainy,1,68.67,Summer,0,212,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0010,119,119,139,103.31,0,Rainy,0,122.76,Summer,0,147,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0011,738,98,0,107.59,0,Rainy,0,94.92,Summer,0,120,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0012,596,91,504,72.68,10,Rainy,1,82.37,Summer,0,147,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0013,735,55,0,18.06,10,Rainy,0,20.0,Summer,0,69,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0014,710,65,0,111.51,10,Rainy,0,124.62,Summer,0,93,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0015,294,29,0,51.97,10,Rainy,0,61.42,Summer,0,48,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0016,260,65,0,89.9,0,Rainy,0,76.7,Summer,0,84,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0017,437,97,0,18.84,15,Rainy,1,17.45,Summer,0,96,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0018,133,80,112,22.37,25,Rainy,1,22.14,Summer,0,101,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0019,576,73,0,88.0,0,Rainy,0,83.82,Summer,0,82,2022,8,33,20,6,1,2022-W33
2022-08-20,S002,P0020,514,75,0,122.44,5,Rainy,0,136.05,Summer,0,73,2022,8,33,20,6,1,2022-W33
2022-08-21,S001,P0001,134,105,0,72.38,10,Sunny,1,68.38,Summer,0,114,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0002,172,172,184,78.52,5,Sunny,0,67.0,Summer,0,156,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0003,805,55,0,51.29,10,Sunny,0,50.45,Summer,0,90,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0004,319,180,311,103.26,20,Sunny,1,121.08,Summer,0,153,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0005,603,153,772,70.22,5,Sunny,0,74.26,Summer,0,173,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0006,121,121,375,42.22,10,Sunny,0,37.36,Summer,0,120,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0007,1085,174,0,33.15,10,Sunny,1,30.55,Summer,0,222,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0008,98,88,90,44.71,10,Sunny,0,39.3,Summer,0,110,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0009,176,106,119,96.81,0,Sunny,0,106.44,Summer,0,121,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0010,406,58,0,137.34,0,Sunny,0,135.04,Summer,0,79,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0011,198,60,194,182.23,0,Sunny,0,165.24,Summer,0,93,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0012,342,37,0,68.57,5,Sunny,0,67.64,Summer,0,46,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0013,137,81,0,29.19,10,Sunny,0,28.77,Summer,0,73,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0014,439,136,0,68.49,25,Sunny,1,80.67,Summer,0,175,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0015,167,122,158,18.67,10,Sunny,0,20.94,Summer,0,182,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0016,589,140,0,34.88,20,Sunny,1,39.58,Summer,0,135,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0017,142,142,151,25.2,0,Sunny,0,29.03,Summer,0,127,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0018,114,114,234,73.09,15,Sunny,1,67.09,Summer,0,202,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0019,132,80,103,119.49,5,Sunny,0,144.62,Summer,0,107,2022,8,33,21,7,1,2022-W33
2022-08-21,S001,P0020,286,113,0,125.52,15,Sunny,1,146.51,Summer,0,141,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0001,385,109,555,82.55,20,Cloudy,1,71.99,Summer,0,161,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0002,179,155,0,35.65,10,Cloudy,0,31.8,Summer,0,136,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0003,697,106,0,79.69,5,Cloudy,0,90.73,Summer,0,109,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0004,619,205,604,46.59,20,Cloudy,1,40.36,Summer,0,192,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0005,699,58,0,77.04,5,Cloudy,0,93.08,Summer,0,58,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0006,96,38,63,60.59,0,Cloudy,0,51.57,Summer,0,58,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0007,408,96,407,30.74,15,Cloudy,1,26.68,Summer,0,156,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0008,125,96,122,29.79,5,Cloudy,0,28.9,Summer,0,145,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0009,55,55,0,72.12,0,Cloudy,0,82.39,Summer,0,145,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0010,139,139,220,115.77,10,Cloudy,0,113.36,Summer,0,212,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0011,640,120,0,119.79,0,Cloudy,0,117.97,Summer,0,157,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0012,505,92,0,70.48,5,Cloudy,0,83.83,Summer,0,118,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0013,680,93,0,26.66,0,Cloudy,0,24.33,Summer,0,141,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0014,645,98,0,118.63,15,Cloudy,1,142.32,Summer,0,131,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0015,265,80,0,60.47,10,Cloudy,0,71.11,Summer,0,89,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0016,195,139,211,92.18,10,Cloudy,1,86.84,Summer,0,125,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0017,340,68,0,19.58,5,Cloudy,0,17.71,Summer,0,75,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0018,165,105,0,23.44,20,Cloudy,1,22.06,Summer,0,95,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0019,503,49,0,68.57,10,Cloudy,0,75.12,Summer,0,56,2022,8,33,21,7,1,2022-W33
2022-08-21,S002,P0020,439,88,0,98.8,25,Cloudy,1,112.93,Summer,0,79,2022,8,33,21,7,1,2022-W33
2022-08-22,S001,P0001,244,91,202,77.92,5,Rainy,0,67.01,Summer,0,121,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0002,184,142,135,75.03,0,Rainy,0,68.18,Summer,0,123,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0003,750,110,0,59.99,0,Rainy,0,67.46,Summer,0,122,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0004,139,64,0,106.5,0,Rainy,0,113.54,Summer,0,91,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0005,450,106,0,61.22,0,Rainy,0,57.43,Summer,0,92,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0006,243,124,0,40.45,10,Rainy,0,35.71,Summer,0,107,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0007,911,85,0,23.43,10,Rainy,1,26.87,Summer,0,113,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0008,100,100,113,40.49,10,Rainy,1,45.98,Summer,0,96,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0009,189,109,93,80.69,15,Rainy,1,97.14,Summer,0,114,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0010,348,77,400,125.34,10,Rainy,0,116.35,Summer,0,83,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0011,138,127,319,172.55,20,Rainy,1,202.31,Summer,0,167,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0012,871,88,0,80.49,15,Rainy,1,75.0,Summer,0,124,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0013,56,56,55,30.36,0,Rainy,0,29.96,Summer,0,55,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0014,303,195,0,85.47,5,Rainy,0,102.47,Summer,0,169,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0015,203,83,0,16.1,0,Rainy,0,19.48,Summer,0,96,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0016,449,120,405,44.03,5,Rainy,0,41.88,Summer,0,139,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0017,151,72,0,20.87,5,Rainy,0,22.0,Summer,0,85,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0018,234,123,0,68.48,0,Rainy,0,64.51,Summer,0,119,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0019,155,30,0,91.64,10,Rainy,0,104.11,Summer,0,47,2022,8,34,22,1,0,2022-W34
2022-08-22,S001,P0020,173,68,0,95.92,15,Rainy,1,110.1,Summer,0,60,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0001,276,59,0,69.23,10,Sunny,0,83.26,Summer,0,83,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0002,214,63,169,29.89,5,Sunny,0,34.65,Summer,0,80,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0003,591,245,635,113.08,5,Sunny,0,130.51,Summer,0,240,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0004,414,125,0,49.82,5,Sunny,0,56.84,Summer,0,171,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0005,641,140,0,94.6,5,Sunny,0,103.0,Summer,0,118,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0006,121,56,99,67.83,0,Sunny,0,65.02,Summer,0,90,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0007,312,99,0,27.01,15,Sunny,1,23.72,Summer,0,113,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0008,151,151,157,25.13,25,Sunny,1,28.88,Summer,0,188,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0009,346,219,763,87.9,25,Sunny,1,83.75,Summer,0,336,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0010,220,139,0,92.91,5,Sunny,0,109.98,Summer,0,129,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0011,520,308,937,115.62,25,Sunny,1,136.59,Summer,0,285,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0012,413,143,0,59.3,25,Sunny,1,53.67,Summer,0,122,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0013,587,232,632,30.45,5,Sunny,0,25.93,Summer,0,211,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0014,547,94,0,123.19,5,Sunny,0,117.92,Summer,0,91,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0015,794,121,0,76.69,5,Sunny,0,72.46,Summer,0,131,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0016,56,56,0,93.21,0,Sunny,0,103.1,Summer,0,111,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0017,272,106,311,19.62,10,Sunny,0,20.86,Summer,0,107,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0018,60,60,112,27.54,10,Sunny,0,30.99,Summer,0,125,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0019,454,130,425,91.37,0,Sunny,0,102.5,Summer,0,108,2022,8,34,22,1,0,2022-W34
2022-08-22,S002,P0020,351,82,0,125.06,15,Sunny,1,113.78,Summer,0,96,2022,8,34,22,1,0,2022-W34
2022-08-23,S001,P0001,153,144,291,77.16,10,Cloudy,1,75.29,Summer,0,135,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0002,177,84,0,56.35,10,Cloudy,0,63.1,Summer,0,83,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0003,640,70,0,52.14,0,Cloudy,0,57.61,Summer,0,79,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0004,386,184,0,119.04,15,Cloudy,1,105.63,Summer,0,164,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0005,344,190,0,85.09,0,Cloudy,0,81.91,Summer,0,208,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0006,119,85,0,45.15,0,Cloudy,0,54.45,Summer,0,125,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0007,826,49,0,17.11,25,Cloudy,1,15.33,Summer,0,59,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0008,113,113,99,50.0,0,Cloudy,0,47.41,Summer,0,112,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0009,173,118,126,100.67,10,Cloudy,1,95.65,Summer,0,153,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0010,271,117,0,143.1,5,Cloudy,0,171.69,Summer,0,123,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0011,205,55,0,145.34,5,Cloudy,0,139.36,Summer,0,45,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0012,783,107,0,103.25,0,Cloudy,0,124.15,Summer,0,173,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0013,55,55,219,43.23,5,Cloudy,0,37.46,Summer,0,185,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0014,617,92,0,80.01,10,Cloudy,0,78.51,Summer,0,146,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0015,120,58,72,14.28,0,Cloudy,0,16.06,Summer,0,62,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0016,329,122,0,44.02,5,Cloudy,0,51.77,Summer,0,157,2022,8,34,23,2,0,2022-W34
2022-08-23,S001,P0017,79,68,108,23.8,0,Cloudy,0,28.68,Summer,0,109,2022,8,34,23,2,0,2022-W34
