Date,Store ID,Product ID,Units Sold,Price,Discount,Promotion,Demand,Year,Month,Week,TimeKey
2022-04-25,S001,P0008,44,29.48,25,1,58,2022,4,17,2022-W17
2022-04-25,S001,P0009,147,81.29,25,1,141,2022,4,17,2022-W17
2022-04-25,S001,P0010,35,85.54,25,1,44,2022,4,17,2022-W17
2022-04-25,S001,P0011,11,99.98,25,1,13,2022,4,17,2022-W17
2022-04-25,S001,P0012,110,85.23,0,0,91,2022,4,17,2022-W17
2022-04-25,S001,P0013,18,22.69,10,0,23,2022,4,17,2022-W17
2022-04-25,S001,P0014,101,76.35,0,0,97,2022,4,17,2022-W17
2022-04-25,S001,P0015,84,12.92,20,1,82,2022,4,17,2022-W17
2022-04-25,S001,P0016,46,24.94,25,1,55,2022,4,17,2022-W17
2022-04-25,S001,P0017,16,16.31,10,1,22,2022,4,17,2022-W17
2022-04-25,S001,P0018,114,53.93,25,1,154,2022,4,17,2022-W17
2022-04-25,S001,P0019,30,93.19,5,0,26,2022,4,17,2022-W17
2022-04-25,S001,P0020,22,90.91,10,0,32,2022,4,17,2022-W17
2022-04-25,S002,P0001,59,72.26,0,0,52,2022,4,17,2022-W17
2022-04-25,S002,P0002,43,27.01,5,0,40,2022,4,17,2022-W17
2022-04-25,S002,P0003,55,80.0,0,0,79,2022,4,17,2022-W17
2022-04-25,S002,P0004,58,38.15,0,0,55,2022,4,17,2022-W17
2022-04-25,S002,P0005,34,80.3,0,0,42,2022,4,17,2022-W17
2022-04-25,S002,P0006,30,50.91,10,0,41,2022,4,17,2022-W17
2022-04-25,S002,P0007,24,22.71,0,0,22,2022,4,17,2022-W17
2022-04-25,S002,P0008,59,19.88,20,1,87,2022,4,17,2022-W17
2022-04-25,S002,P0009,89,51.56,20,1,108,2022,4,17,2022-W17
2022-04-25,S002,P0010,77,81.51,10,1,104,2022,4,17,2022-W17
2022-04-25,S002,P0011,116,79.23,20,1,110,2022,4,17,2022-W17
2022-04-25,S002,P0012,41,56.41,0,0,41,2022,4,17,2022-W17
2022-04-25,S002,P0013,37,16.97,10,0,53,2022,4,17,2022-W17
2022-04-25,S002,P0014,38,105.87,5,0,50,2022,4,17,2022-W17
2022-04-25,S002,P0015,160,63.49,25,1,165,2022,4,17,2022-W17
2022-04-25,S002,P0016,40,59.11,25,1,62,2022,4,17,2022-W17
2022-04-25,S002,P0017,8,13.51,10,1,10,2022,4,17,2022-W17
2022-04-25,S002,P0018,45,21.87,15,1,73,2022,4,17,2022-W17
2022-04-25,S002,P0019,82,95.63,0,0,107,2022,4,17,2022-W17
2022-04-25,S002,P0020,20,106.77,0,0,25,2022,4,17,2022-W17
2022-04-26,S001,P0001,40,54.53,15,1,50,2022,4,17,2022-W17
2022-04-26,S001,P0002,101,69.29,5,0,130,2022,4,17,2022-W17
2022-04-26,S001,P0003,133,62.65,0,0,120,2022,4,17,2022-W17
2022-04-26,S001,P0004,37,91.0,0,0,35,2022,4,17,2022-W17
2022-04-26,S001,P0005,32,48.08,0,0,41,2022,4,17,2022-W17
2022-04-26,S001,P0006,59,33.52,10,0,67,2022,4,17,2022-W17
2022-04-26,S001,P0007,87,20.17,20,1,87,2022,4,17,2022-W17
2022-04-26,S001,P0008,48,40.92,0,0,68,2022,4,17,2022-W17
2022-04-26,S001,P0009,80,71.49,20,1,81,2022,4,17,2022-W17
2022-04-26,S001,P0010,33,113.11,0,0,29,2022,4,17,2022-W17
2022-04-26,S001,P0011,26,130.53,5,0,32,2022,4,17,2022-W17
2022-04-26,S001,P0012,92,72.64,10,0,90,2022,4,17,2022-W17
2022-04-26,S001,P0013,44,25.27,10,0,48,2022,4,17,2022-W17
2022-04-26,S001,P0014,90,67.15,10,0,90,2022,4,17,2022-W17
2022-04-26,S001,P0015,15,12.43,0,0,16,2022,4,17,2022-W17
2022-04-26,S001,P0016,36,30.28,10,0,58,2022,4,17,2022-W17
2022-04-26,S001,P0017,34,17.03,10,0,32,2022,4,17,2022-W17
2022-04-26,S001,P0018,43,51.94,5,0,54,2022,4,17,2022-W17
2022-04-26,S001,P0019,38,94.2,5,0,41,2022,4,17,2022-W17
2022-04-26,S001,P0020,49,96.45,15,1,48,2022,4,17,2022-W17
2022-04-26,S002,P0001,118,64.27,25,1,99,2022,4,17,2022-W17
2022-04-26,S002,P0002,55,30.14,0,0,54,2022,4,17,2022-W17
2022-04-26,S002,P0003,56,64.09,5,0,47,2022,4,17,2022-W17
2022-04-26,S002,P0004,59,40.83,5,0,88,2022,4,17,2022-W17
2022-04-26,S002,P0005,34,71.75,10,0,53,2022,4,17,2022-W17
2022-04-26,S002,P0006,77,64.78,0,0,91,2022,4,17,2022-W17
2022-04-26,S002,P0007,32,20.8,10,1,38,2022,4,17,2022-W17
2022-04-26,S002,P0008,101,28.13,0,0,125,2022,4,17,2022-W17
2022-04-26,S002,P0009,63,57.23,10,1,89,2022,4,17,2022-W17
2022-04-26,S002,P0010,70,81.27,0,0,58,2022,4,17,2022-W17
2022-04-26,S002,P0011,66,85.14,0,0,66,2022,4,17,2022-W17
2022-04-26,S002,P0012,43,51.69,10,0,45,2022,4,17,2022-W17
2022-04-26,S002,P0013,80,21.14,5,0,99,2022,4,17,2022-W17
2022-04-26,S002,P0014,47,103.82,0,0,45,2022,4,17,2022-W17
2022-04-26,S002,P0015,65,54.24,10,0,59,2022,4,17,2022-W17
2022-04-26,S002,P0016,58,80.1,5,0,67,2022,4,17,2022-W17
2022-04-26,S002,P0017,32,15.6,5,0,30,2022,4,17,2022-W17
2022-04-26,S002,P0018,17,21.16,0,0,23,2022,4,17,2022-W17
2022-04-26,S002,P0019,38,73.44,5,0,60,2022,4,17,2022-W17
2022-04-26,S002,P0020,25,96.48,10,1,26,2022,4,17,2022-W17
2022-04-27,S001,P0001,66,63.63,0,0,61,2022,4,17,2022-W17
2022-04-27,S001,P0002,108,74.15,0,0,119,2022,4,17,2022-W17
2022-04-27,S001,P0003,47,49.03,5,0,77,2022,4,17,2022-W17
2022-04-27,S001,P0004,49,84.09,10,0,54,2022,4,17,2022-W17
2022-04-27,S001,P0005,104,55.88,10,0,97,2022,4,17,2022-W17
2022-04-27,S001,P0006,28,29.89,5,0,25,2022,4,17,2022-W17
2022-04-27,S001,P0007,43,17.41,20,1,47,2022,4,17,2022-W17
2022-04-27,S001,P0008,73,32.47,20,1,66,2022,4,17,2022-W17
2022-04-27,S001,P0009,74,76.82,25,1,122,2022,4,17,2022-W17
2022-04-27,S001,P0010,45,109.54,10,0,47,2022,4,17,2022-W17
2022-04-27,S001,P0011,31,127.88,10,0,40,2022,4,17,2022-W17
2022-04-27,S001,P0012,75,79.17,0,0,70,2022,4,17,2022-W17
2022-04-27,S001,P0013,17,24.13,10,1,25,2022,4,17,2022-W17
2022-04-27,S001,P0014,52,70.18,5,0,87,2022,4,17,2022-W17
2022-04-27,S001,P0015,47,10.35,25,1,40,2022,4,17,2022-W17
2022-04-27,S001,P0016,26,26.89,10,0,28,2022,4,17,2022-W17
2022-04-27,S001,P0017,47,17.01,10,1,44,2022,4,17,2022-W17
2022-04-27,S001,P0018,68,50.32,10,0,60,2022,4,17,2022-W17
2022-04-27,S001,P0019,37,90.59,10,0,32,2022,4,17,2022-W17
2022-04-27,S001,P0020,24,97.19,5,0,23,2022,4,17,2022-W17
2022-04-27,S002,P0001,85,72.52,10,0,96,2022,4,17,2022-W17
2022-04-27,S002,P0002,38,28.03,5,0,62,2022,4,17,2022-W17
2022-04-27,S002,P0003,79,78.44,5,0,88,2022,4,17,2022-W17
2022-04-27,S002,P0004,24,31.84,5,0,24,2022,4,17,2022-W17
2022-04-27,S002,P0005,46,81.45,0,0,59,2022,4,17,2022-W17
2022-04-27,S002,P0006,79,66.69,10,0,117,2022,4,17,2022-W17
2022-04-27,S002,P0007,13,16.64,25,1,17,2022,4,17,2022-W17
2022-04-27,S002,P0008,87,21.67,20,1,113,2022,4,17,2022-W17
2022-04-27,S002,P0009,84,54.4,20,1,109,2022,4,17,2022-W17
2022-04-27,S002,P0010,57,92.46,5,0,110,2022,4,17,2022-W17
2022-04-27,S002,P0011,43,81.02,10,0,67,2022,4,17,2022-W17
2022-04-27,S002,P0012,26,56.75,0,0,42,2022,4,17,2022-W17
2022-04-27,S002,P0013,87,22.09,10,1,113,2022,4,17,2022-W17
2022-04-27,S002,P0014,40,97.62,10,0,56,2022,4,17,2022-W17
2022-04-27,S002,P0015,56,50.88,25,1,92,2022,4,17,2022-W17
2022-04-27,S002,P0016,93,88.91,5,0,96,2022,4,17,2022-W17
2022-04-27,S002,P0017,51,16.78,10,1,62,2022,4,17,2022-W17
2022-04-27,S002,P0018,75,22.59,10,0,66,2022,4,17,2022-W17
2022-04-27,S002,P0019,90,88.22,5,0,114,2022,4,17,2022-W17
2022-04-27,S002,P0020,27,104.26,10,0,45,2022,4,17,2022-W17
2022-04-28,S001,P0001,62,63.93,10,1,77,2022,4,17,2022-W17
2022-04-28,S001,P0002,88,65.14,10,0,128,2022,4,17,2022-W17
2022-04-28,S001,P0003,171,65.54,5,0,171,2022,4,17,2022-W17
2022-04-28,S001,P0004,33,78.23,10,1,36,2022,4,17,2022-W17
2022-04-28,S001,P0005,98,57.2,10,1,120,2022,4,17,2022-W17
2022-04-28,S001,P0006,38,34.49,5,0,47,2022,4,17,2022-W17
2022-04-28,S001,P0007,63,22.09,5,0,64,2022,4,17,2022-W17
2022-04-28,S001,P0008,30,33.43,5,0,30,2022,4,17,2022-W17
2022-04-28,S001,P0009,114,70.25,25,1,110,2022,4,17,2022-W17
2022-04-28,S001,P0010,15,96.31,5,0,16,2022,4,17,2022-W17
2022-04-28,S001,P0011,26,131.83,10,1,35,2022,4,17,2022-W17
2022-04-28,S001,P0012,47,63.21,10,0,39,2022,4,17,2022-W17
2022-04-28,S001,P0013,19,22.05,15,1,29,2022,4,17,2022-W17
2022-04-28,S001,P0014,50,62.95,5,0,57,2022,4,17,2022-W17
2022-04-28,S001,P0015,16,12.02,0,0,19,2022,4,17,2022-W17
2022-04-28,S001,P0016,75,31.95,15,1,74,2022,4,17,2022-W17
2022-04-28,S001,P0017,14,15.26,10,0,19,2022,4,17,2022-W17
2022-04-28,S001,P0018,110,56.68,25,1,153,2022,4,17,2022-W17
2022-04-28,S001,P0019,32,101.88,0,0,35,2022,4,17,2022-W17
2022-04-28,S001,P0020,51,115.17,5,0,65,2022,4,17,2022-W17
2022-04-28,S002,P0001,0,66.98,15,1,90,2022,4,17,2022-W17
2022-04-28,S002,P0002,33,24.54,10,0,42,2022,4,17,2022-W17
2022-04-28,S002,P0003,70,75.71,0,0,64,2022,4,17,2022-W17
2022-04-28,S002,P0004,68,32.89,20,1,75,2022,4,17,2022-W17
2022-04-28,S002,P0005,30,62.62,20,1,36,2022,4,17,2022-W17
2022-04-28,S002,P0006,116,65.27,10,0,110,2022,4,17,2022-W17
2022-04-28,S002,P0007,11,21.01,5,0,16,2022,4,17,2022-W17
2022-04-28,S002,P0008,59,20.42,10,0,62,2022,4,17,2022-W17
2022-04-28,S002,P0009,100,57.57,10,1,90,2022,4,17,2022-W17
2022-04-28,S002,P0010,61,72.39,10,0,69,2022,4,17,2022-W17
2022-04-28,S002,P0011,61,75.93,10,1,63,2022,4,17,2022-W17
2022-04-28,S002,P0012,35,54.05,5,0,43,2022,4,17,2022-W17
2022-04-28,S002,P0013,105,21.75,15,1,144,2022,4,17,2022-W17
2022-04-28,S002,P0014,5,88.79,0,0,9,2022,4,17,2022-W17
2022-04-28,S002,P0015,46,59.81,10,0,71,2022,4,17,2022-W17
2022-04-28,S002,P0016,75,87.74,10,1,109,2022,4,17,2022-W17
2022-04-28,S002,P0017,17,14.32,10,0,23,2022,4,17,2022-W17
2022-04-28,S002,P0018,77,28.87,10,1,141,2022,4,17,2022-W17
2022-04-28,S002,P0019,39,62.81,10,0,34,2022,4,17,2022-W17
2022-04-28,S002,P0020,23,116.56,0,0,34,2022,4,17,2022-W17
2022-04-29,S001,P0001,42,60.55,10,0,62,2022,4,17,2022-W17
2022-04-29,S001,P0002,136,68.63,5,0,127,2022,4,17,2022-W17
2022-04-29,S001,P0003,113,59.32,0,0,102,2022,4,17,2022-W17
2022-04-29,S001,P0004,36,87.53,5,0,38,2022,4,17,2022-W17
2022-04-29,S001,P0005,101,60.02,0,0,102,2022,4,17,2022-W17
2022-04-29,S001,P0006,50,35.88,0,0,44,2022,4,17,2022-W17
2022-04-29,S001,P0007,54,24.33,0,0,77,2022,4,17,2022-W17
2022-04-29,S001,P0008,39,39.77,0,0,61,2022,4,17,2022-W17
2022-04-29,S001,P0009,55,79.24,0,0,62,2022,4,17,2022-W17
2022-04-29,S001,P0010,42,109.75,5,0,47,2022,4,17,2022-W17
2022-04-29,S001,P0011,45,141.72,5,0,39,2022,4,17,2022-W17
2022-04-29,S001,P0012,45,67.42,10,0,69,2022,4,17,2022-W17
2022-04-29,S001,P0013,19,26.22,5,0,32,2022,4,17,2022-W17
2022-04-29,S001,P0014,50,66.32,5,0,71,2022,4,17,2022-W17
2022-04-29,S001,P0015,39,12.35,10,0,38,2022,4,17,2022-W17
2022-04-29,S001,P0016,57,38.01,0,0,92,2022,4,17,2022-W17
2022-04-29,S001,P0017,65,20.31,5,0,77,2022,4,17,2022-W17
2022-04-29,S001,P0018,65,52.76,5,0,72,2022,4,17,2022-W17
2022-04-29,S001,P0019,28,90.79,10,0,32,2022,4,17,2022-W17
2022-04-29,S001,P0020,18,96.01,5,0,20,2022,4,17,2022-W17
2022-04-29,S002,P0001,89,75.91,5,0,94,2022,4,17,2022-W17
2022-04-29,S002,P0002,32,26.7,5,0,50,2022,4,17,2022-W17
2022-04-29,S002,P0003,71,79.09,0,0,91,2022,4,17,2022-W17
2022-04-29,S002,P0004,73,37.93,5,0,82,2022,4,17,2022-W17
2022-04-29,S002,P0005,45,76.84,0,0,44,2022,4,17,2022-W17
2022-04-29,S002,P0006,67,65.02,0,0,78,2022,4,17,2022-W17
2022-04-29,S002,P0007,22,20.68,10,0,25,2022,4,17,2022-W17
2022-04-29,S002,P0008,36,19.55,10,0,50,2022,4,17,2022-W17
2022-04-29,S002,P0009,63,55.75,0,0,66,2022,4,17,2022-W17
2022-04-29,S002,P0010,23,74.59,0,0,37,2022,4,17,2022-W17
2022-04-29,S002,P0011,125,91.52,10,0,118,2022,4,17,2022-W17
2022-04-29,S002,P0012,21,50.54,5,0,27,2022,4,17,2022-W17
2022-04-29,S002,P0013,40,18.6,0,0,49,2022,4,17,2022-W17
2022-04-29,S002,P0014,29,97.61,0,0,30,2022,4,17,2022-W17
2022-04-29,S002,P0015,116,66.88,10,0,120,2022,4,17,2022-W17
2022-04-29,S002,P0016,66,76.91,5,0,56,2022,4,17,2022-W17
2022-04-29,S002,P0017,28,16.2,10,0,40,2022,4,17,2022-W17
2022-04-29,S002,P0018,69,24.02,5,0,68,2022,4,17,2022-W17
2022-04-29,S002,P0019,63,78.56,5,0,79,2022,4,17,2022-W17
2022-04-29,S002,P0020,18,92.8,10,0,17,2022,4,17,2022-W17
2022-04-30,S001,P0001,29,57.83,0,0,37,2022,4,17,2022-W17
2022-04-30,S001,P0002,99,63.27,10,0,102,2022,4,17,2022-W17
2022-04-30,S001,P0003,100,61.28,0,0,113,2022,4,17,2022-W17
2022-04-30,S001,P0004,26,85.04,10,0,44,2022,4,17,2022-W17
2022-04-30,S001,P0005,74,53.6,0,0,69,2022,4,17,2022-W17
2022-04-30,S001,P0006,91,37.41,10,0,99,2022,4,17,2022-W17
2022-04-30,S001,P0007,57,24.3,0,0,91,2022,4,17,2022-W17
2022-04-30,S001,P0008,35,34.67,5,0,39,2022,4,17,2022-W17
2022-04-30,S001,P0009,94,86.78,10,0,119,2022,4,17,2022-W17
2022-04-30,S001,P0010,30,105.53,5,0,25,2022,4,17,2022-W17
2022-04-30,S001,P0011,44,137.54,5,0,44,2022,4,17,2022-W17
2022-04-30,S001,P0012,68,73.25,5,0,63,2022,4,17,2022-W17
2022-04-30,S001,P0013,45,31.56,0,0,66,2022,4,17,2022-W17
2022-04-30,S001,P0014,48,65.58,0,0,68,2022,4,17,2022-W17
2022-04-30,S001,P0015,58,13.86,0,0,54,2022,4,17,2022-W17
2022-04-30,S001,P0016,58,38.77,0,0,83,2022,4,17,2022-W17
2022-04-30,S001,P0017,21,17.29,0,0,23,2022,4,17,2022-W17
2022-04-30,S001,P0018,25,44.61,10,0,30,2022,4,17,2022-W17
2022-04-30,S001,P0019,37,99.63,10,0,56,2022,4,17,2022-W17
2022-04-30,S001,P0020,25,97.51,5,0,36,2022,4,17,2022-W17
2022-04-30,S002,P0001,51,72.45,0,0,52,2022,4,17,2022-W17
2022-04-30,S002,P0002,19,24.87,5,0,20,2022,4,17,2022-W17
2022-04-30,S002,P0003,103,78.03,5,0,87,2022,4,17,2022-W17
2022-04-30,S002,P0004,54,40.51,5,0,86,2022,4,17,2022-W17
2022-04-30,S002,P0005,21,63.67,10,0,24,2022,4,17,2022-W17
2022-04-30,S002,P0006,59,71.24,10,0,139,2022,4,17,2022-W17
2022-04-30,S002,P0007,52,22.63,10,0,60,2022,4,17,2022-W17
2022-04-30,S002,P0008,56,21.91,5,0,52,2022,4,17,2022-W17
2022-04-30,S002,P0009,51,48.99,10,0,46,2022,4,17,2022-W17
2022-04-30,S002,P0010,76,95.86,5,0,122,2022,4,17,2022-W17
2022-04-30,S002,P0011,42,82.61,5,0,58,2022,4,17,2022-W17
2022-04-30,S002,P0012,34,56.46,0,0,41,2022,4,17,2022-W17
2022-04-30,S002,P0013,61,19.75,0,0,51,2022,4,17,2022-W17
2022-04-30,S002,P0014,35,100.34,5,0,36,2022,4,17,2022-W17
2022-04-30,S002,P0015,130,75.76,0,0,110,2022,4,17,2022-W17
2022-04-30,S002,P0016,54,72.85,5,0,55,2022,4,17,2022-W17
2022-04-30,S002,P0017,27,16.29,5,0,28,2022,4,17,2022-W17
2022-04-30,S002,P0018,73,26.46,0,0,81,2022,4,17,2022-W17
2022-04-30,S002,P0019,93,88.26,10,0,115,2022,4,17,2022-W17
2022-04-30,S002,P0020,21,111.33,0,0,35,2022,4,17,2022-W17
2022-05-01,S001,P0001,49,53.02,15,1,43,2022,5,17,2022-W17
2022-05-01,S001,P0002,144,53.41,25,1,122,2022,5,17,2022-W17
2022-05-01,S001,P0003,88,48.33,10,1,88,2022,5,17,2022-W17
2022-05-01,S001,P0004,59,87.44,10,0,65,2022,5,17,2022-W17
2022-05-01,S001,P0005,59,44.2,25,1,96,2022,5,17,2022-W17
2022-05-01,S001,P0006,32,31.45,10,0,37,2022,5,17,2022-W17
2022-05-01,S001,P0007,71,18.48,15,1,60,2022,5,17,2022-W17
2022-05-01,S001,P0008,54,36.9,5,0,55,2022,5,17,2022-W17
2022-05-01,S001,P0009,73,83.04,5,0,74,2022,5,17,2022-W17
2022-05-01,S001,P0010,75,108.52,15,1,73,2022,5,17,2022-W17
2022-05-01,S001,P0011,24,126.66,10,1,25,2022,5,17,2022-W17
2022-05-01,S001,P0012,44,62.62,10,0,50,2022,5,17,2022-W17
2022-05-01,S001,P0013,6,22.31,10,0,8,2022,5,17,2022-W17
2022-05-01,S001,P0014,28,52.64,10,1,26,2022,5,17,2022-W17
2022-05-01,S001,P0015,38,12.76,5,0,33,2022,5,17,2022-W17
2022-05-01,S001,P0016,66,29.38,20,1,67,2022,5,17,2022-W17
2022-05-01,S001,P0017,53,18.31,10,0,50,2022,5,17,2022-W17
2022-05-01,S001,P0018,41,47.94,5,0,47,2022,5,17,2022-W17
2022-05-01,S001,P0019,29,85.54,20,1,47,2022,5,17,2022-W17
2022-05-01,S001,P0020,27,90.1,10,0,30,2022,5,17,2022-W17
2022-05-01,S002,P0001,117,73.2,15,1,101,2022,5,17,2022-W17
2022-05-01,S002,P0002,41,23.14,20,1,57,2022,5,17,2022-W17
2022-05-01,S002,P0003,39,51.28,25,1,51,2022,5,17,2022-W17
2022-05-01,S002,P0004,8,28.63,5,0,11,2022,5,17,2022-W17
2022-05-01,S002,P0005,87,69.77,25,1,97,2022,5,17,2022-W17
2022-05-01,S002,P0006,87,67.85,0,0,90,2022,5,17,2022-W17
2022-05-01,S002,P0007,51,20.79,15,1,52,2022,5,17,2022-W17
2022-05-01,S002,P0008,51,24.81,5,0,86,2022,5,17,2022-W17
2022-05-01,S002,P0009,54,55.69,5,0,66,2022,5,17,2022-W17
2022-05-01,S002,P0010,33,64.05,15,1,39,2022,5,17,2022-W17
2022-05-01,S002,P0011,89,79.37,15,1,92,2022,5,17,2022-W17
2022-05-01,S002,P0012,41,57.43,5,0,59,2022,5,17,2022-W17
2022-05-01,S002,P0013,83,19.94,10,0,82,2022,5,17,2022-W17
2022-05-01,S002,P0014,65,102.23,10,1,54,2022,5,17,2022-W17
2022-05-01,S002,P0015,84,69.53,5,0,115,2022,5,17,2022-W17
2022-05-01,S002,P0016,95,65.3,25,1,90,2022,5,17,2022-W17
2022-05-01,S002,P0017,23,16.1,5,0,38,2022,5,17,2022-W17
2022-05-01,S002,P0018,109,28.21,0,0,99,2022,5,17,2022-W17
2022-05-01,S002,P0019,93,77.16,20,1,109,2022,5,17,2022-W17
2022-05-01,S002,P0020,38,115.58,0,0,32,2022,5,17,2022-W17
2022-05-02,S001,P0001,24,54.86,0,0,24,2022,5,18,2022-W18
2022-05-02,S001,P0002,95,68.9,0,0,96,2022,5,18,2022-W18
2022-05-02,S001,P0003,108,60.25,5,0,141,2022,5,18,2022-W18
2022-05-02,S001,P0004,40,86.24,0,0,34,2022,5,18,2022-W18
2022-05-02,S001,P0005,60,49.12,10,0,60,2022,5,18,2022-W18
2022-05-02,S001,P0006,17,31.64,0,0,15,2022,5,18,2022-W18
2022-05-02,S001,P0007,37,15.63,25,1,49,2022,5,18,2022-W18
2022-05-02,S001,P0008,29,32.41,10,0,36,2022,5,18,2022-W18
2022-05-02,S001,P0009,152,99.92,0,0,131,2022,5,18,2022-W18
2022-05-02,S001,P0010,41,103.37,10,0,45,2022,5,18,2022-W18
2022-05-02,S001,P0011,35,148.55,0,0,38,2022,5,18,2022-W18
2022-05-02,S001,P0012,83,64.17,20,1,89,2022,5,18,2022-W18
2022-05-02,S001,P0013,32,28.7,0,0,41,2022,5,18,2022-W18
2022-05-02,S001,P0014,67,73.96,5,0,103,2022,5,18,2022-W18
2022-05-02,S001,P0015,35,12.37,5,0,38,2022,5,18,2022-W18
2022-05-02,S001,P0016,58,32.41,15,1,93,2022,5,18,2022-W18
2022-05-02,S001,P0017,14,16.64,0,0,14,2022,5,18,2022-W18
2022-05-02,S001,P0018,53,53.52,0,0,49,2022,5,18,2022-W18
2022-05-02,S001,P0019,32,88.14,10,1,38,2022,5,18,2022-W18
2022-05-02,S001,P0020,17,92.94,10,1,25,2022,5,18,2022-W18
2022-05-02,S002,P0001,53,74.54,5,0,74,2022,5,18,2022-W18
2022-05-02,S002,P0002,58,26.94,5,0,52,2022,5,18,2022-W18
2022-05-02,S002,P0003,64,79.01,10,0,107,2022,5,18,2022-W18
2022-05-02,S002,P0004,80,41.63,0,0,94,2022,5,18,2022-W18
2022-05-02,S002,P0005,66,77.18,5,0,58,2022,5,18,2022-W18
2022-05-02,S002,P0006,49,60.08,0,0,70,2022,5,18,2022-W18
2022-05-02,S002,P0007,61,21.49,20,1,64,2022,5,18,2022-W18
2022-05-02,S002,P0008,38,21.26,10,0,59,2022,5,18,2022-W18
2022-05-02,S002,P0009,84,61.99,10,0,113,2022,5,18,2022-W18
2022-05-02,S002,P0010,91,94.33,0,0,101,2022,5,18,2022-W18
2022-05-02,S002,P0011,61,93.55,0,0,78,2022,5,18,2022-W18
2022-05-02,S002,P0012,61,44.74,25,1,55,2022,5,18,2022-W18
2022-05-02,S002,P0013,40,17.18,5,0,42,2022,5,18,2022-W18
2022-05-02,S002,P0014,79,104.22,10,0,73,2022,5,18,2022-W18
2022-05-02,S002,P0015,103,64.65,10,0,109,2022,5,18,2022-W18
2022-05-02,S002,P0016,0,81.71,20,1,141,2022,5,18,2022-W18
2022-05-02,S002,P0017,36,16.96,5,0,51,2022,5,18,2022-W18
2022-05-02,S002,P0018,104,29.67,0,0,115,2022,5,18,2022-W18
2022-05-02,S002,P0019,123,91.6,15,1,165,2022,5,18,2022-W18
2022-05-02,S002,P0020,82,112.45,25,1,118,2022,5,18,2022-W18
2022-05-03,S001,P0001,43,54.16,20,1,64,2022,5,18,2022-W18
2022-05-03,S001,P0002,131,71.71,10,0,143,2022,5,18,2022-W18
2022-05-03,S001,P0003,56,47.83,5,0,56,2022,5,18,2022-W18
2022-05-03,S001,P0004,29,83.79,0,0,28,2022,5,18,2022-W18
2022-05-03,S001,P0005,78,54.92,5,0,76,2022,5,18,2022-W18
2022-05-03,S001,P0006,47,32.72,5,0,46,2022,5,18,2022-W18
2022-05-03,S001,P0007,52,22.44,5,0,83,2022,5,18,2022-W18
2022-05-03,S001,P0008,38,33.93,5,0,34,2022,5,18,2022-W18
2022-05-03,S001,P0009,87,100.31,0,0,133,2022,5,18,2022-W18
2022-05-03,S001,P0010,18,99.04,10,0,23,2022,5,18,2022-W18
2022-05-03,S001,P0011,26,146.52,0,0,35,2022,5,18,2022-W18
2022-05-03,S001,P0012,116,79.35,15,1,137,2022,5,18,2022-W18
2022-05-03,S001,P0013,51,29.5,0,0,61,2022,5,18,2022-W18
2022-05-03,S001,P0014,91,80.38,5,0,129,2022,5,18,2022-W18
2022-05-03,S001,P0015,32,13.42,0,0,46,2022,5,18,2022-W18
2022-05-03,S001,P0016,93,37.6,10,0,105,2022,5,18,2022-W18
2022-05-03,S001,P0017,23,13.25,25,1,28,2022,5,18,2022-W18
2022-05-03,S001,P0018,96,61.36,20,1,158,2022,5,18,2022-W18
2022-05-03,S001,P0019,38,96.11,5,0,46,2022,5,18,2022-W18
2022-05-03,S001,P0020,31,93.95,5,0,27,2022,5,18,2022-W18
2022-05-03,S002,P0001,52,64.47,15,1,79,2022,5,18,2022-W18
2022-05-03,S002,P0002,20,23.47,10,0,19,2022,5,18,2022-W18
2022-05-03,S002,P0003,70,78.36,0,0,88,2022,5,18,2022-W18
2022-05-03,S002,P0004,42,37.45,0,0,50,2022,5,18,2022-W18
2022-05-03,S002,P0005,45,68.93,10,0,43,2022,5,18,2022-W18
2022-05-03,S002,P0006,62,56.11,5,0,65,2022,5,18,2022-W18
2022-05-03,S002,P0007,23,21.81,5,0,25,2022,5,18,2022-W18
2022-05-03,S002,P0008,91,23.84,10,0,91,2022,5,18,2022-W18
2022-05-03,S002,P0009,104,67.77,0,0,108,2022,5,18,2022-W18
2022-05-03,S002,P0010,44,73.12,5,0,44,2022,5,18,2022-W18
2022-05-03,S002,P0011,46,78.82,5,0,59,2022,5,18,2022-W18
2022-05-03,S002,P0012,35,45.17,20,1,41,2022,5,18,2022-W18
2022-05-03,S002,P0013,48,18.27,5,0,58,2022,5,18,2022-W18
2022-05-03,S002,P0014,40,95.69,5,0,37,2022,5,18,2022-W18
2022-05-03,S002,P0015,35,57.08,5,0,58,2022,5,18,2022-W18
2022-05-03,S002,P0016,77,85.17,10,0,100,2022,5,18,2022-W18
2022-05-03,S002,P0017,17,14.51,10,1,26,2022,5,18,2022-W18
2022-05-03,S002,P0018,82,21.47,20,1,85,2022,5,18,2022-W18
2022-05-03,S002,P0019,98,98.05,0,0,115,2022,5,18,2022-W18
2022-05-03,S002,P0020,17,104.73,0,0,21,2022,5,18,2022-W18
2022-05-04,S001,P0001,64,59.99,10,0,60,2022,5,18,2022-W18
2022-05-04,S001,P0002,57,63.07,0,0,85,2022,5,18,2022-W18
2022-05-04,S001,P0003,158,55.77,10,1,133,2022,5,18,2022-W18
2022-05-04,S001,P0004,26,64.91,25,1,23,2022,5,18,2022-W18
